gene,Cell_ID,Sample,log1TPM,treatment,Polarity,sample_mean_log1TPM,log1RPM,log1RPM_posterior,sample_mean_log1TPM_posterior,Skew,coeff,p_value,q_value,sig,domain
SteCoe_1,G0410,G0410A,4.6379745171918705,G04,A,1.5642648991135109,6.202239416305382,5.98889483230336,1.5586255754060196,0.017499978234295062,1.1689039400056445,0.09361405524437288,0.10938296967213199,False,Gp_dh_N domain protein
SteCoe_10119,G0410,G0410A,5.74647456825003,G04,A,1.5642648991135109,7.3107394673635415,7.22786145748294,1.5586255754060196,0.005700549200643003,1.9845376309741805,0.05085549958484014,0.07996147733465431,True,hypothetical protein
SteCoe_1032,G0410,G0410A,2.53889677245781,G04,A,1.5642648991135109,4.103161671571321,4.27343136681783,1.5586255754060196,-0.02032684343935277,1.6040865670497493,0.032525655841990034,0.07416012113383295,True,zf-RING_2 domain protein
SteCoe_10415,G0410,G0410A,2.37043676033384,G04,A,1.5642648991135109,3.934701659447351,3.9519261913087895,1.5586255754060196,-0.0021840173249441652,1.3262623145928292,0.10530961326757754,0.11804337580734528,False,hypothetical protein
SteCoe_10449,G0410,G0410A,2.2044885430764,G04,A,1.5642648991135109,3.7687534421899107,3.3730647910026796,1.5586255754060196,0.05540446959966206,0.6461186103626183,0.05357438054034043,0.0827070158492094,True,hypothetical protein
SteCoe_10563,G0410,G0410A,4.04362557747736,G04,A,1.5642648991135109,5.607890476590871,5.38479578139251,1.5586255754060196,0.020294829667892998,0.9425124974962227,0.09031658742411161,0.10777635730800908,False,MAPK family kinase
SteCoe_10580,G0410,G0410A,0.640843314653794,G04,A,1.5642648991135109,2.205108213767305,2.137723476383247,1.5586255754060196,0.015516313362289643,1.3043016867636352,0.03833088473717973,0.07569933960452073,True,hypothetical protein
SteCoe_10584,G0410,G0410A,0.950097613129291,G04,A,1.5642648991135109,2.5143625122428017,2.5133454362472327,1.5586255754060196,0.0002022941678373446,1.1858711027746618,0.008370857456545408,0.07416012113383295,True,DNA_ligase_A_M domain protein
SteCoe_10762,G0410,G0410A,1.8378411531794099,G04,A,1.5642648991135109,3.402106052292921,3.2557390253144796,1.5586255754060196,0.021984144309804315,1.5572116084368768,0.02372895687326667,0.07416012113383295,True,hypothetical protein
SteCoe_1080,G0410,G0410A,1.70001402595179,G04,A,1.5642648991135109,3.264278925065301,3.37224659943396,1.5586255754060196,-0.016268704756741734,1.9717920999864684,0.03392066354249769,0.07416012113383295,True,hypothetical protein
